Name,Brand,Description,Notes,Image URL,Description_clean,Notes_clean
Tahiti Vanilla Parfum,Farmacia SS. Annunziata dal 1561,"The island of Tahiti and its scents captured in an intertwining blend of sweet notes. Flamboyant landscapes formed by millions of corals with the most unusual hues. Hibiscus flowers, dancers in straw skirts, a warm breeze on the turquoise sea. The Vanilla of Tahiti softly caresses a tender heart full of flowers. A citrusy and aromatic head of bergamot, lime, sage and rosemary. A flowered heart of jasmine, neroli, mimosa and ylang-ylang and a woody and amber base of patchouly, sandalwood and vetiver.","bergamot, key lime, sage, rosemary, tahitian vanilla, jasmine, neroli, mimosa, ylang-ylang, patchouli, sandalwood, vetiver",https://static.luckyscent.com/images/products/440027.jpg?width=400&404=product.png,island tahiti scents captured intertwining blend sweet notes flamboyant landscapes formed millions corals unusual hues hibiscus flowers dancers straw skirts warm breeze turquoise sea vanilla tahiti softly caresses tender heart full flowers citrusy aromatic head bergamot lime sage rosemary flowered heart jasmine neroli mimosa ylang ylang woody amber base patchouly sandalwood vetiver,"bergamot, key lime, sage, rosemary, tahitian vanilla, jasmine, neroli, mimosa, ylang-ylang, patchouli, sandalwood, vetiver"
Fuyu Eau de Parfum,Tom Daxon,"Inspired by the delicate juiciness of a Japanese fuyu persimmon, Fuyu is a floral skin musk of unique refinement and subtle yet indescribable pleasure. It opens on an accord of exceptional cleverness- white peach providing the sophisticated sweetness and cedarwood delivering a subtly creamy woodsiness that together create the illusion of a soft, perfectly ripe persimmon. The heart notes quickly unfold, revealing a bouquet of beguilingly powdery iris set against a luscious jasmine that keeps the fruity tones balanced. And all is laid softly on a bed of pillowy musks that surround the skin, softening, soothing, and purring with gentle sensuality. It's a true beauty of a skin scent, as perfect for iris lovers as it is for fans of subtly fruity musks- a fragrance with minimal intensity, but maximum complexity, and one that proves that Tom Daxon's talents extend to every aspect of fragrance.","white peach, jasmine, iris, soft musk, cedar",https://static.luckyscent.com/images/products/62632.jpg?width=400&404=product.png,inspired delicate juiciness japanese fuyu persimmon fuyu floral skin musk unique refinement subtle yet indescribable pleasure opens accord exceptional cleverness white peach providing sophisticated sweetness cedarwood delivering subtly creamy woodsiness together create illusion soft perfectly ripe persimmon heart notes quickly unfold revealing bouquet beguilingly powdery iris set luscious jasmine keeps fruity tones balanced laid softly bed pillowy musks surround skin softening soothing purring gentle sensuality true beauty skin scent perfect iris lovers fans subtly fruity musks fragrance minimal intensity maximum complexity one proves tom daxon's talents extend every aspect fragrance,"white peach, jasmine, iris, soft musk, cedar"
Perfumista Eau de Parfum,Anatole Lebreton,"In a world where artistry is ever more commoditized and luxury so often conflated with price, individuality is the rarest treasure- the ""luxury of being yourself."" That's the promise of Perfumista, a fruity, woody floral beauty that evokes some of the grand feminine chypres of years past, yet glows with the unique loveliness that infuses all of Anatole Lebreton's creations. It's also a love letter to the independent fragrance community, many of whom helped wear and refine the fragrance over the course of its development. Utilizing some of the most exquisite materials yet seen in his scents- Bulgarian rose oil, Indian jasmine absolute, and a vintage ""Mousse de Saxe"" accord in the base (dark, sweet, powdered, and mossy), Perfumista provides a surfeit of complementary olfactive textures that fit together with elegant comfort. The effect is a scent both nostalgic and forward-looking, a true original for, of, and by true fragrance lovers. If that describes you, what better scent could there be than one called Perfumista?","pear, plum, raspberry, jasmine, rose, cedar, balsam, musk, mousse de saxe accord",https://static.luckyscent.com/images/products/70806.jpg?width=400&404=product.png,world artistry ever commoditized luxury often conflated price individuality rarest treasure luxury that's promise perfumista fruity woody floral beauty evokes grand feminine chypres years past yet glows unique loveliness infuses anatole lebreton's creations also love letter independent fragrance community many helped wear refine fragrance course development utilizing exquisite materials yet seen scents bulgarian rose oil indian jasmine absolute vintage mousse de saxe accord base dark sweet powdered mossy perfumista provides surfeit complementary olfactive textures fit together elegant comfort effect scent nostalgic forward looking true original true fragrance lovers describes better scent could one called perfumista,"pear, plum, raspberry, jasmine, rose, cedar, balsam, musk, mousse de saxe accord"
Douleur! Eau de Parfum,Bogue Profumo,"""Nail biting sweetness - caramel and candy in metallic wrap. A rose hologram above chewy balsamics sit on a lick of hot skin and wax. DOULEUR! - an oxidized rose.""
Douleur means ""pain"", which is a seemingly appropriate name for a fragrance created in collaboration with UK tattoo artist and bondage master Freddie Albrighton. But fear not- Douleur understands the intersection of pleasure and pain, and this uniquely bright, sweet, minty metallic rose is as utterly compelling as it is unexpected, blending modern and gothic influences to feel both wholly Bogue, and yet also like a departure from Gardoni's typical vintage-influenced animalic florals. Sexy and fresh with a provocative twist, Douleur is a unforgettable ride.","mint, cotton candy, seaweed, benzoin, melon, metallic notes, rose",https://static.luckyscent.com/images/products/66933.jpg?width=400&404=product.png,nail biting sweetness caramel candy metallic wrap rose hologram chewy balsamics sit lick hot skin wax douleur oxidized rose douleur means pain seemingly appropriate name fragrance created collaboration uk tattoo artist bondage master freddie albrighton fear douleur understands intersection pleasure pain uniquely bright sweet minty metallic rose utterly compelling unexpected blending modern gothic influences feel wholly bogue yet also like departure gardoni's typical vintage influenced animalic florals sexy fresh provocative twist douleur unforgettable ride,"mint, cotton candy, seaweed, benzoin, melon, metallic notes, rose"
Ambre Stone Eau de Parfum,Anthologie de Grands Crus,"In Ambre Stone, a juicy burst of bergamot takes an autumnal and sensual turn with the earthy addition of patchouli, rich sandalwood with a hint of indolic jasmine. But itâs real ambergris that takes this scent to a whole new level, sprinkling the composition with that ingredientâs inimitable fairy dust, adding warmth, coziness, and sensuality like the golden light of an autumn sun on a picturesque summer scene.
Due to its rarity and cost, ambergris (grey amber), the aged and oxidized exudate from a whaleâat once sweet, earthy, marine and animalicâis largely found in synthetic form in perfume. But this almost mythic ingredient is in a 5% dose in Ambre Stone, adding a dreamy sensuousness to the edges of the fragrance's brightness.
As with all ingredients sourced by LâAtelier FranÃ§ais des MatiÃ¨res, the lump of ambergris is first selected from a trusted partner. Then, Jean Philippe Paris, AFDMâs scientific director, processes the ambergris for around six months into a tincture or infusion, until it is deemed, along with the evaluation of perfumer Antoine Lie, to be ready to use. Ambre Stone, by the time it dries down, is a skin scent of voluptuous beauty that will have you inhaling yourself with abandon.","ambergris infusion, patchouli oil, jasmine absolute late crop, neroli oil, sandalwood oil, bergamot oil",https://static.luckyscent.com/images/products/836000.jpg?width=400&404=product.png,ambre stone juicy burst bergamot takes autumnal sensual turn earthy addition patchouli rich sandalwood hint indolic jasmine real ambergris takes scent whole new level sprinkling composition ingredient inimitable fairy dust adding warmth coziness sensuality like golden light autumn sun picturesque summer scene due rarity cost ambergris grey amber aged oxidized exudate whale sweet earthy marine animalic largely found synthetic form perfume almost mythic ingredient dose ambre stone adding dreamy sensuousness edges fragrance's brightness ingredients sourced l atelier fran ais des mati res lump ambergris first selected trusted partner jean philippe paris afdm scientific director processes ambergris around six months tincture infusion deemed along evaluation perfumer antoine lie ready use ambre stone time dries skin scent voluptuous beauty inhaling abandon,"ambergris infusion, patchouli oil, jasmine absolute late crop, neroli oil, sandalwood oil, bergamot oil"
Vanille d'Amine Eau de Parfum,Anthologie de Grands Crus,"This is not your teenagerâs vanilla. Rich, smoky, and smoothâlike a fine cognacâVanille dâAmine hints at intrigues on dark nights, with vanilla from Madagascar undergirded by velvety smooth clove, with incense adding another layer of mystery. Smelling Vanille dâAmine for the first time is like opening a leather-bound vintage book in a library impregnated with the scent of pipe smoke from dayâs long gone by.
Named in homage to Amine Kalfane, LâAtelier FranÃ§ais des MatiÃ¨resâ partner in Comoros/Madagascar who provides both the vanilla and clove for the fragrance, Vanille dâAmine uses an oleoresin extraction whose olfactive profile of vanilla planifolia is quite different from the standard, with dark chocolate and plum facets.
If you are only familiar with conventionally confectionary vanilla, take a walk on the dark side. It smells pretty sexy over here.","vanilla, olibanum, clove bud oil",https://static.luckyscent.com/images/products/836001.jpg?width=400&404=product.png,teenager vanilla rich smoky smooth like fine cognac vanille amine hints intrigues dark nights vanilla madagascar undergirded velvety smooth clove incense adding another layer mystery smelling vanille amine first time like opening leather bound vintage book library impregnated scent pipe smoke day long gone named homage amine kalfane l atelier fran ais des mati res partner comoros/madagascar provides vanilla clove fragrance vanille amine uses oleoresin extraction whose olfactive profile vanilla planifolia quite different standard dark chocolate plum facets familiar conventionally confectionary vanilla take walk dark side smells pretty sexy,"vanilla, olibanum, clove bud oil"
Bergamote de G. Franco Eau de Parfum,Anthologie de Grands Crus,"In a tiny area of Reggio in Calabria Italy, around the strait of Messina, crops provide the bergamot oil so crucial to perfumery, lending its bright, luscious, aromatic citrus qualities to untold number of fragrances. In Bergamote de G. Franco, named after LâAtelier FranÃ§ais des MatiÃ¨resâ Italian partner Gianfranco, itâs given star billing.
Using both early and late-harvested crops of bergamot, the former imparting a very green quality and the latter a confectionary sweetness, Bergamote de G. Franco is combined with the sun-drenched honeyed mimosa flower, along with delicately sweet osmanthus, with its tea and apricot facets. In addition to the creaminess mimosa imparts, Kashmirin saffron gives Bergamote de G. Franco a leathery note, adding to the scentâs subtle complexity.
Sunny and elegant with gravitas, Bergamote de G. Franco is a bergamot-forward fragrance with more than one twist.","bergamot oil, mimosa absolute, osmanthus alcoolat, saffron",https://static.luckyscent.com/images/products/836002.jpg?width=400&404=product.png,tiny area reggio calabria italy around strait messina crops provide bergamot oil crucial perfumery lending bright luscious aromatic citrus qualities untold number fragrances bergamote de g franco named l atelier fran ais des mati res italian partner gianfranco given star billing using early late harvested crops bergamot former imparting green quality latter confectionary sweetness bergamote de g franco combined sun drenched honeyed mimosa flower along delicately sweet osmanthus tea apricot facets addition creaminess mimosa imparts kashmirin saffron gives bergamote de g franco leathery note adding scent subtle complexity sunny elegant gravitas bergamote de g franco bergamot forward fragrance one twist,"bergamot oil, mimosa absolute, osmanthus alcoolat, saffron"
Vetiver de Pierre Eau de Parfum,Anthologie de Grands Crus,"In Les Cayes, Haiti, vetiver roots with their dry, earthy notes are laid out in front of LâAtelier FranÃ§ais des MatiÃ¨res partner Pierre LÃ©gerâs factory where the prized ingredient will be distilled. That earthy scent quality is amplified in Vetiver de Pierre in one of its two acts. You see, there are at least two acts in this stunning and unusual fragrance that amplifies vetiverâs natural complexity, which is a perfume in and of itself.
In the first act, vetiverâs dry earthy qualities are intensified by gourmand notes of cacao absolute from the Ivory Coast and Venezuelan tonka. Combined with blond tobacco absolute from Turkey, and youâre practically transported to an expensive cigar store in Santo Domingo.
In the second act â or woven throughout the first â a citrusy green, rose-like creamy floral quality of vetiver radiates outâ adding a delicate refinement to its earthy qualities.
Smooth, elegant and complex, Vetiver de Pierre will be a treat for vetiver lovers, surprising you at every turn with a complex symphony.","vetiver oil, tonka absolute, cacao absolute, blond tobacco",https://static.luckyscent.com/images/products/836003.jpg?width=400&404=product.png,les cayes haiti vetiver roots dry earthy notes laid front l atelier fran ais des mati res partner pierre l ger factory prized ingredient distilled earthy scent quality amplified vetiver de pierre one two acts see least two acts stunning unusual fragrance amplifies vetiver natural complexity perfume first act vetiver dry earthy qualities intensified gourmand notes cacao absolute ivory coast venezuelan tonka combined blond tobacco absolute turkey practically transported expensive cigar store santo domingo second act woven throughout first citrusy green rose like creamy floral quality vetiver radiates adding delicate refinement earthy qualities smooth elegant complex vetiver de pierre treat vetiver lovers surprising every turn complex symphony,"vetiver oil, tonka absolute, cacao absolute, blond tobacco"
Jasmin de Cherifa Eau de Parfum,Anthologie de Grands Crus,"Just over an hourâs drive north of Cairo, thereâs a botanical garden where LâAtelier FranÃ§ais des MatiÃ¨res Egyptian partner Cherifa Fakhry and his family cultivate an array of aromatic plants, including the stellar jasmine used in the perfume that pays him homage â Jasmin de ChÃ©rifa.
Due to jasmine's high cost, most perfumes use synthetic versions, which tend to smell sharp and linear. Jasmin de Cherifa's real jasmine will take you on a journey of the flowerâs scent life cycle and in the process, taking your breathe away...
Cherifa was asked to use the flowers from their fieldsâ early, middle, and late crops to provide the full olfactive spectrum of the jasmine they harvest from June to October. Early jasmine, from June and July, is fresh and fruity. It turns floral and creamy midway through, in August, maturing into an animalic, indolic beauty in September. And that, along with an Egyptian rose absolute centifolia and a creamy Indian sandalwood to sing in its chorus, is what you get.
Velvety, fruity, creamy, and sensuous, with a surprise touch of clary sage for added brightness and dimension, Jasmin de Cherifa is a revelation demonstrating that its simplicity of construction makes it even more elegant and luxurious. As Oscar Wilde once said, âIâm a man of simple tastes. Iâm always satisfied with the best.â","jasmine absolute, rose absolute centifolia, sandalwood",https://static.luckyscent.com/images/products/836004.jpg?width=400&404=product.png,hour drive north cairo botanical garden l atelier fran ais des mati res egyptian partner cherifa fakhry family cultivate array aromatic plants including stellar jasmine used perfume pays homage jasmin de ch rifa due jasmine's high cost perfumes use synthetic versions tend smell sharp linear jasmin de cherifa's real jasmine take journey flower scent life cycle process taking breathe away cherifa asked use flowers fields early middle late crops provide full olfactive spectrum jasmine harvest june october early jasmine june july fresh fruity turns floral creamy midway august maturing animalic indolic beauty september along egyptian rose absolute centifolia creamy indian sandalwood sing chorus get velvety fruity creamy sensuous surprise touch clary sage added brightness dimension jasmin de cherifa revelation demonstrating simplicity construction makes even elegant luxurious oscar wilde said man simple tastes always satisfied best,"jasmine absolute, rose absolute centifolia, sandalwood"
I Love YY,Bogue Profumo,"I LOVE YY is Antonio Gardoni's dual declaration of love- first, to New York City, a place he fell over heels for from his very first visit. But that title isn't a typo- YY, another object of his affection, is short for ylang-ylang, that uniquely big, open, complex floral known for all the ways it smells unlike any other flower- sometimes grassy, sometimes gourmand, sometimes woodsy and resinous. When we asked Antonio to make us an exclusive fragrance to celebrate the opening of our first NYC boutique, he connected NY and YY, and the rest was a match made in heaven- or, at least, in the heart of Nolita.
And leave it to Antonio to construct a fragrance that truly captures the energy and beauty of NYC. I LOVE YY is a whirlwind of delightful chaos, with perfect touches of New York everywhere you look- cold, fizzy grapefruit captures a brisk spring morning run in Central Park. The titular ylang note is camphorous and lactonic, joining tonka, rose, and jasmine to feel sweet and rich, buzzing like a packed after-hours party. Cold, fizzy grapefruit captures a brisk spring morning run in Central Park. An edgy violet leaf recalls the flashbulbs and fluorescents of a hot new gallery opening in the Meatpacking District. And all of these notes intertwine in a glorious hum of energy, light, sweetness and intoxicating depth that can only represent one single, gigantic, overwhelming, wonderful city. We couldn't be more excited that Antonio Gardoni and Bogue chose to join us in our inaugural NYC adventure. Won't you come with us?","ylang-ylang, grapefruit, jasmine, rose, tonka, violet leaf, vanilla, benzoin, cedar",https://static.luckyscent.com/images/products/66932.jpg?width=400&404=product.png,love yy antonio gardoni's dual declaration love first new york city place fell heels first visit title typo yy another object affection short ylang ylang uniquely big open complex floral known ways smells unlike flower sometimes grassy sometimes gourmand sometimes woodsy resinous asked antonio make us exclusive fragrance celebrate opening first nyc boutique connected ny yy rest match made heaven least heart nolita leave antonio construct fragrance truly captures energy beauty nyc love yy whirlwind delightful chaos perfect touches new york everywhere look cold fizzy grapefruit captures brisk spring morning run central park titular ylang note camphorous lactonic joining tonka rose jasmine feel sweet rich buzzing like packed hours party cold fizzy grapefruit captures brisk spring morning run central park edgy violet leaf recalls flashbulbs fluorescents hot new gallery opening meatpacking district notes intertwine glorious hum energy light sweetness intoxicating depth represent one single gigantic overwhelming wonderful city excited antonio gardoni bogue chose join us inaugural nyc adventure come us,"ylang-ylang, grapefruit, jasmine, rose, tonka, violet leaf, vanilla, benzoin, cedar"
New York Eau de Parfum,Widian,"New York City in the spring may be the most magical place in the world. For once a year, the electric bustle of the city is balanced with delightfully mild temperatures, gentle sunshine, and a fresh breeze that draws even the most cynical citydwellers out into New York's beautiful and far-flung public spaces, now teeming with the energy of new life. This is the inspiration for New York, the latest in Widian's tribute to the great cities, an explosion of bright citrus, spicy florals, and musky woods that positively vibrates with the extraordinary dynamism of the Big Apple. All the energy of a New York spring is present from the very first spray, as New York bursts forth with sun-soaked notes of lemon, bergamot, and mandarin, kissed with a burst of pink pepper. The spicy, aromatic bouquet only grows richer in the romantic heart notes, as striking floral notes of lavender, geranium and rose are combined with coriander and juniper, conjuring a lusciously fresh and deeply sensual tone. And as the smooth, ambered base of tobacco, musk, and never-too-heavy vanilla emerges, you can practically feel the sun setting, and a nighttime of endless possibilities on the horizon. It's just another perfect spring day in the greatest city in the world.","bergamot, mandarin, lemon, pink pepper, lavender, coriander, juniper, geranium, orris, rose, akigala, jasmine, patchouli, caramel, vetiver, cypriol, white musk, white amber, vanilla, ambergris, olibanum, tonka, tobacco",https://static.luckyscent.com/images/products/709015.jpg?width=400&404=product.png,new york city spring may magical place world year electric bustle city balanced delightfully mild temperatures gentle sunshine fresh breeze draws even cynical citydwellers new york's beautiful far flung public spaces teeming energy new life inspiration new york latest widian's tribute great cities explosion bright citrus spicy florals musky woods positively vibrates extraordinary dynamism big apple energy new york spring present first spray new york bursts forth sun soaked notes lemon bergamot mandarin kissed burst pink pepper spicy aromatic bouquet grows richer romantic heart notes striking floral notes lavender geranium rose combined coriander juniper conjuring lusciously fresh deeply sensual tone smooth ambered base tobacco musk never heavy vanilla emerges practically feel sun setting nighttime endless possibilities horizon another perfect spring day greatest city world,"bergamot, mandarin, lemon, pink pepper, lavender, coriander, juniper, geranium, orris, rose, akigala, jasmine, patchouli, caramel, vetiver, cypriol, white musk, white amber, vanilla, ambergris, olibanum, tonka, tobacco"
Gold II Sahara Parfum Extrait,Widian,"Like its companion fragrance Gold I, the luminous, captivating Gold II (now presented as Gold II Sahara) is built around the fragrance accord most associated with the precious metal- amber. But while Gold I's amber was powerful and opulent, Sahara is luxuriously smooth, a floral musk with a deep, soft muskiness that evaporates the concerns and trivialities of everyday life in a wondrous cloud of creamy, gently powdery sensuality.
On the very first spray of Sahara, a remarkably uplifting opening of bright citrus, rich saffron and spicy elemi invigorates, before the softness of the rose and orange blossom heart steadies the tempo and soothes the soul. In the deep, sweet base, creamy vanillic amber and musky cedarwood relax and seduce. The beauty of gold is its versatility, the ability to dazzle with subtlety as easily as with excess. In Gold II Sahara, Widian chooses that subtle road less traveled, and you're sure to go along for the journey.","saffron, orange, elemi, rose, orange blossom, amber, musk, cedar, vanilla",https://static.luckyscent.com/images/products/70906.jpg?width=400&404=product.png,like companion fragrance gold luminous captivating gold ii presented gold ii sahara built around fragrance accord associated precious metal amber gold i's amber powerful opulent sahara luxuriously smooth floral musk deep soft muskiness evaporates concerns trivialities everyday life wondrous cloud creamy gently powdery sensuality first spray sahara remarkably uplifting opening bright citrus rich saffron spicy elemi invigorates softness rose orange blossom heart steadies tempo soothes soul deep sweet base creamy vanillic amber musky cedarwood relax seduce beauty gold versatility ability dazzle subtlety easily excess gold ii sahara widian chooses subtle road less traveled sure go along journey,"saffron, orange, elemi, rose, orange blossom, amber, musk, cedar, vanilla"
Bengale Rouge Eau de Parfum,Papillon Artisan Perfumes,"Inspired by the stunning, tiger-like dappling of shade and light on the fur of her Bengal cat Mimi, Liz Moore's latest creation is a soft, cozily-spiced oriental that's as sensuous as a cat in full stretch. Miles away from the overt sexuality of Salome, Bengale Rouge's only hint of the animalic is the honeyed, fuzzy glow of the resins, which give the perfume a sensual warmth that's more kitten than tiger. Bengale Rouge dips a soft, attar-like rose and sandalwood into a doughy, rooty iris and wraps it all up in a halo of headily-spiced resins. It's simply gorgeous. With its benzoin-rich vanilla swirled with caramelized labdanum, clove-scented opoponax, and the citrusy brightness of a Turkish rose, Bengale Rouge at first appears to take up the glittering mantle of the great orientals of the past, such as Shalimar and Opium. However, we are steered away from the powdered classicism of these perfumes by the clever addition by the perfumer of a dollop of edible vanilla that lends the scent a modern gourmand vibe that will have you wanting to lick your own skin. The vanilla gourmand aspect doesn't dominate; but neither does the dry and spicy resin facet â they dance and intertwine like perfect halves of one whole for a golden, opulent effect that perfectly mimics the interplay of light and dark on Mimi's fur coat. It's a total love from us. What We Think A ravishing blend of warm, powdery gourmand and gently animalic notes to delight and seduce in equal measure.","rose, orris, sandalwood, sweet myrrh (opoponax), oakmoss, honey, vanilla, tonka bean, benzoin, labdanum",https://static.luckyscent.com/images/products/665006.jpg?width=400&404=product.png,inspired stunning tiger like dappling shade light fur bengal cat mimi liz moore's latest creation soft cozily spiced oriental that's sensuous cat full stretch miles away overt sexuality salome bengale rouge's hint animalic honeyed fuzzy glow resins give perfume sensual warmth that's kitten tiger bengale rouge dips soft attar like rose sandalwood doughy rooty iris wraps halo headily spiced resins simply gorgeous benzoin rich vanilla swirled caramelized labdanum clove scented opoponax citrusy brightness turkish rose bengale rouge first appears take glittering mantle great orientals past shalimar opium however steered away powdered classicism perfumes clever addition perfumer dollop edible vanilla lends scent modern gourmand vibe wanting lick skin vanilla gourmand aspect dominate neither dry spicy resin facet dance intertwine like perfect halves one whole golden opulent effect perfectly mimics interplay light dark mimi's fur coat total love us think ravishing blend warm powdery gourmand gently animalic notes delight seduce equal measure,"rose, orris, sandalwood, sweet myrrh (opoponax), oakmoss, honey, vanilla, tonka bean, benzoin, labdanum"
Avatar Eau de Parfum,Hilde Soliani,"Do we even have to tell you at this point that Hilde Soliani is the undisputed Queen of Gourmand? If there's even a shred of doubt left in your mind, we urge you to indulge in Avatar, Hilde's latest and greatest, which pulls off the wonderful trick of re-creating the exact smell the moment you walk into an ice cream store. We bet you can picture it just from reading the words- the sweet, mouthwatering aroma of cream and sugar diffused into the crisp snap of cold, with the subtly savory crunch of waffle cone ever present in the background. It's that simple but oh so nostalgic tableau that Hilde has created with Avatar, inspired by Paolo Brunelli, proprietor of Compagnia Gelatieri, and as with all of her marvelous gourmands, the magic isn't in unnecessary embellishments or needless complication, but in the sheer alchemy of how perfect the facsimile is- the milky, sugary, crisply cool ice cream is pitch perfect, evoking immediate memories of childhood summers and palaces of frozen delight. The Queen of Gourmand has done it again.","caramel, sugar, milk, biscuits",https://static.luckyscent.com/images/products/46642.jpg?width=400&404=product.png,even tell point hilde soliani undisputed queen gourmand there's even shred doubt left mind urge indulge avatar hilde's latest greatest pulls wonderful trick creating exact smell moment walk ice cream store bet picture reading words sweet mouthwatering aroma cream sugar diffused crisp snap cold subtly savory crunch waffle cone ever present background simple oh nostalgic tableau hilde created avatar inspired paolo brunelli proprietor compagnia gelatieri marvelous gourmands magic unnecessary embellishments needless complication sheer alchemy perfect facsimile milky sugary crisply cool ice cream pitch perfect evoking immediate memories childhood summers palaces frozen delight queen gourmand done,"caramel, sugar, milk, biscuits"
Midnight Saffron Eau de Parfum,Tom Daxon,"Lavender is having a moment, as fragrance houses everywhere are tossing aside its reputation as a sleep-inducing hippie oil, and rediscovering its electric sensuality. Midnight Saffron, born of Tom Daxon's long standing love for lavender, takes this energy and runs wild with it, mixing up a potent cocktail of spicy woods to create a vibrantly sexy scent that will carry you into the wee hours. As the name would suggest, the central spice involved is saffron, which here is stripped of its more foody elements to reveal the raw, crackling carnality underneath- which, in turn, amps up the animalic energy of the exquisite lavender note, created from a mixture of France and Bulgaria's finest lavender oils and absolutes. As Midnight Saffron dries, a smoothly woodsy leather note enhances and refines, but the energy never dips, even in the drydown. As we mentioned at the top, Midnight Saffron is a different take on lavender- one that's ready to stay up just as late as you are.","saffron, lavender, jasmine, suede, amber woods",https://static.luckyscent.com/images/products/62631.jpg?width=400&404=product.png,lavender moment fragrance houses everywhere tossing aside reputation sleep inducing hippie oil rediscovering electric sensuality midnight saffron born tom daxon's long standing love lavender takes energy runs wild mixing potent cocktail spicy woods create vibrantly sexy scent carry wee hours name would suggest central spice involved saffron stripped foody elements reveal raw crackling carnality underneath turn amps animalic energy exquisite lavender note created mixture france bulgaria's finest lavender oils absolutes midnight saffron dries smoothly woodsy leather note enhances refines energy never dips even drydown mentioned top midnight saffron different take lavender one that's ready stay late,"saffron, lavender, jasmine, suede, amber woods"
Dolls Eau de Parfum,Moth and Rabbit,"""A fragrance carried by vivid, extravagant colours and a surrealistic story about uncompromising love: all consuming and bordering insanity. A heavy perfume, based on animalistic notes interrupted by the subtle and light smell of snow; so repulsive in smell, so attractive in colours, so unreal.""
Dolls, a beautifully stylized fever dream of a movie directed by Japanese icon Takeshi Kitano, tackles themes of love, death, sacrifice, and freedom- complex issues that its namesake scent more than lives up to. Dolls the fragrance is every bit as abstract and experiential as its inspiration, delivering extreme but balanced bursts of animalic musks, rich florals, sweet woods, and a fuzzed-out snowflake accord that shrouds the composition in a mysterious cloak of cold freshness. This is not a scent to passively wear out on the town, but a true companion piece to a film that defies easy interpretation but delivers exceptional rewards to those with the soul to proceed. Enjoy it accordingly.","cherry blossom, geranium, davana, orange blossom, ylang-ylang, apple blossom, rose, sweet maple accord, musk, snow flake accord, ambergris, cedar, animalic notes.",https://static.luckyscent.com/images/products/666010.jpg?width=400&404=product.png,fragrance carried vivid extravagant colours surrealistic story uncompromising love consuming bordering insanity heavy perfume based animalistic notes interrupted subtle light smell snow repulsive smell attractive colours unreal dolls beautifully stylized fever dream movie directed japanese icon takeshi kitano tackles themes love death sacrifice freedom complex issues namesake scent lives dolls fragrance every bit abstract experiential inspiration delivering extreme balanced bursts animalic musks rich florals sweet woods fuzzed snowflake accord shrouds composition mysterious cloak cold freshness scent passively wear town true companion piece film defies easy interpretation delivers exceptional rewards soul proceed enjoy accordingly,"cherry blossom, geranium, davana, orange blossom, ylang-ylang, apple blossom, rose, sweet maple accord, musk, snow flake accord, ambergris, cedar, animalic notes."
Opale Eau de Parfum,Omnia Profumo,"Truly a breath of fresh air, Opale is a gem of a marine floral that evokes the sun-drenched gardens and sparkling waters of the Mediterranean coast. From the very first spritz, a symphony of gentle florals flits through the air, combining the soft purity of jasmine and lilac with delicately spicy and earthy notes of hawthorne and geranium. But the core of the scent is an oh-so-oceanside note of fresh, salty, ozonic seaweed that wraps around a smooth and lively white musk to create a pitch-perfect image of a relaxing coastal breeze, which lingers for hours thanks to touches of woodsy and gourmand notes to accentuate and enrich the authentically oceanic tang. Carefree, lively, and joyful, Opale is an aquatic scent for the romantic in us all.","jasmine, lilac, hawthorne, geranium, seaweed, white musk, patchouli, cedar, vanilla, tonka",https://static.luckyscent.com/images/products/46111.jpg?width=400&404=product.png,truly breath fresh air opale gem marine floral evokes sun drenched gardens sparkling waters mediterranean coast first spritz symphony gentle florals flits air combining soft purity jasmine lilac delicately spicy earthy notes hawthorne geranium core scent oh oceanside note fresh salty ozonic seaweed wraps around smooth lively white musk create pitch perfect image relaxing coastal breeze lingers hours thanks touches woodsy gourmand notes accentuate enrich authentically oceanic tang carefree lively joyful opale aquatic scent romantic us,"jasmine, lilac, hawthorne, geranium, seaweed, white musk, patchouli, cedar, vanilla, tonka"
Poudrextase Eau de Parfum,Marlou,"With a name that combines the French words for ""powder"" and ""ecstasy"", it's not difficult to imagine what Marlou has in mind with their newest fragrance. But concept alone can't do justice to Pourdrextase; after all, this is Marlou we're talking about here, a line that does one thing- intensely erotic, deeply animalic musk- and does it just about better than anyone. And even if their smolderingly over-the-top previous releases have been a bit too intense for you, we'd strongly encourage you to try again, as Poudrextase explores a duality of skin scents- on one hand, the primal musk, on the other, the fresh powder and minimal florals of expensive cosmetics on clean skin- and the result is Marlou's most wonderfully accessible scent yet. Here, the rice powder is bright and fresh, almost citrussy, and the dried rose just delicately sweet enough to smooth out the funk of the animalics, which retain every ounce of the full-bodied carnality of Marlou's previous gems. It's very much a portrait of skin in full- the proper and the profane, the clean and the dirty. We're entranced.","rice powder, dried rose, cypress, civet, musk",https://static.luckyscent.com/images/products/76302.jpg?width=400&404=product.png,name combines french words powder ecstasy difficult imagine marlou mind newest fragrance concept alone can't justice pourdrextase marlou we're talking line one thing intensely erotic deeply animalic musk better anyone even smolderingly top previous releases bit intense we'd strongly encourage try poudrextase explores duality skin scents one hand primal musk fresh powder minimal florals expensive cosmetics clean skin result marlou's wonderfully accessible scent yet rice powder bright fresh almost citrussy dried rose delicately sweet enough smooth funk animalics retain every ounce full bodied carnality marlou's previous gems much portrait skin full proper profane clean dirty we're entranced,"rice powder, dried rose, cypress, civet, musk"
